recipeId,slug,title,sourceName,visualType,visualConfidence,reviewStatus,status,targetFilename,imagePath,thumbnailPath,imagePrompt
lidl-sajtos-nudli-specli-hegyi-sajttal-sutve-piritott-hagymaval-es-tokmagolajos-salataval,sajtos-nudli-specli-hegyi-sajttal-sutve-piritott-hagymaval-es-tokmagolajos-salataval,"Sajtos nudli (specli), hegyi sajttal sütve, pirított hagymával és tökmagolajos salátával",Lidl Konyha,pasta,high,needs-review,generated,sajtos-nudli-specli-hegyi-sajttal-sutve-piritott-hagymaval-es-tokmagolajos-salataval.webp,/assets/recipes/images/sajtos-nudli-specli-hegyi-sajttal-sutve-piritott-hagymaval-es-tokmagolajos-salataval.webp,/assets/recipes/images/thumbnails/sajtos-nudli-specli-hegyi-sajttal-sutve-piritott-hagymaval-es-tokmagolajos-salataval.webp,"Recipe title: Sajtos nudli (specli), hegyi sajttal sütve, pirított hagymával és tökmagolajos salátával. Create a pasta plate with visible nudli vagy galuska, sajt, teszta. The dish must read visually as a plated pasta dish with sauce clearly coating the pasta. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: nudli vagy galuska, sajt, teszta. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-sajtos-sonkas-burek,sajtos-sonkas-burek,Sajtos-sonkás burek,Lidl Konyha,burek,high,needs-review,generated,sajtos-sonkas-burek.webp,/assets/recipes/images/sajtos-sonkas-burek.webp,/assets/recipes/images/thumbnails/sajtos-sonkas-burek.webp,"Recipe title: Sajtos-sonkás burek. Create a flaky burek pastry with visible sajt. The dish must read visually as a flaky savory burek pastry with visible spiral or layered cut edge. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: sajt. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-sajttal-sult-tortilla-chips-csipos-mexikoi-martogatoval,sajttal-sult-tortilla-chips-csipos-mexikoi-martogatoval,Sajttal sült tortilla chips csípős mexikói mártogatóval,Lidl Konyha,plated-main,low,needs-review,generated,sajttal-sult-tortilla-chips-csipos-mexikoi-martogatoval.webp,/assets/recipes/images/sajttal-sult-tortilla-chips-csipos-mexikoi-martogatoval.webp,/assets/recipes/images/thumbnails/sajttal-sult-tortilla-chips-csipos-mexikoi-martogatoval.webp,"Recipe title: Sajttal sült tortilla chips csípős mexikói mártogatóval. Create a plated homemade family meal with visible sajt. The dish must read visually as a plated homemade family meal on a ceramic plate. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: sajt. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-sajttal-toltott-hamburger,sajttal-toltott-hamburger,Sajttal töltött hamburger,Lidl Konyha,plated-main,low,needs-review,generated,sajttal-toltott-hamburger.webp,/assets/recipes/images/sajttal-toltott-hamburger.webp,/assets/recipes/images/thumbnails/sajttal-toltott-hamburger.webp,"Recipe title: Sajttal töltött hamburger. Create a plated homemade family meal with visible sajt. The dish must read visually as a plated homemade family meal on a ceramic plate. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: sajt. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-salatakremleves-szalonnaropogossal,salatakremleves-szalonnaropogossal,Salátakrémleves szalonnaropogóssal,Lidl Konyha,salad,high,needs-review,generated,salatakremleves-szalonnaropogossal.webp,/assets/recipes/images/salatakremleves-szalonnaropogossal.webp,/assets/recipes/images/thumbnails/salatakremleves-szalonnaropogossal.webp,"Recipe title: Salátakrémleves szalonnaropogóssal. Create a composed salad with visible szalonna, salatakeverek. The dish must read visually as a fresh composed salad in a bowl or shallow plate with colorful ingredients. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: szalonna, salatakeverek. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-salataleves-barna-vajas-bugyantott-tojassal,salataleves-barna-vajas-bugyantott-tojassal,"Salátaleves, barna vajas bugyantott tojással",Lidl Konyha,omelette,high,needs-review,generated,salataleves-barna-vajas-bugyantott-tojassal.webp,/assets/recipes/images/salataleves-barna-vajas-bugyantott-tojassal.webp,/assets/recipes/images/thumbnails/salataleves-barna-vajas-bugyantott-tojassal.webp,"Recipe title: Salátaleves, barna vajas bugyantott tojással. Create a plated egg breakfast with visible salatakeverek. The dish must read visually as a plated egg-based breakfast dish such as omelette or scrambled eggs. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: salatakeverek. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-sargarepas-sargaborso-kremleves-karamellizalt-korianderes-sargarepaval,sargarepas-sargaborso-kremleves-karamellizalt-korianderes-sargarepaval,"Sárgarépás sárgaborsó krémleves, karamellizált korianderes sárgarépával",Lidl Konyha,soup,high,needs-review,generated,sargarepas-sargaborso-kremleves-karamellizalt-korianderes-sargarepaval.webp,/assets/recipes/images/sargarepas-sargaborso-kremleves-karamellizalt-korianderes-sargarepaval.webp,/assets/recipes/images/thumbnails/sargarepas-sargaborso-kremleves-karamellizalt-korianderes-sargarepaval.webp,"Recipe title: Sárgarépás sárgaborsó krémleves, karamellizált korianderes sárgarépával. Create a bowl of soup with visible zoldsegek, alaple. The dish must read visually as a bowl of soup served hot, with the broth or creamy texture clearly visible. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: zoldsegek, alaple. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-serpenyos-hagymas-burgonya-tejfollel-tukortojassal,serpenyos-hagymas-burgonya-tejfollel-tukortojassal,"Serpenyős hagymás burgonya, tejföllel, tükörtojással",Lidl Konyha,roasted-potato,medium,needs-review,generated,serpenyos-hagymas-burgonya-tejfollel-tukortojassal.webp,/assets/recipes/images/serpenyos-hagymas-burgonya-tejfollel-tukortojassal.webp,/assets/recipes/images/thumbnails/serpenyos-hagymas-burgonya-tejfollel-tukortojassal.webp,"Recipe title: Serpenyős hagymás burgonya, tejföllel, tükörtojással. Create crispy roasted or fried potatoes with visible burgonya, tejfol. The dish must read visually as crispy roasted or fried potatoes on a plate, with golden edges and fluffy interior. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: burgonya, tejfol. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-serteskolbasz-keszitese-hazilag,serteskolbasz-keszitese-hazilag,Sertéskolbász készítése házilag,Lidl Konyha,savory-bake,medium,approved,generated,serteskolbasz-keszitese-hazilag.webp,/assets/recipes/images/serteskolbasz-keszitese-hazilag.webp,/assets/recipes/images/thumbnails/serteskolbasz-keszitese-hazilag.webp,"Recipe title: Sertéskolbász készítése házilag. Create a savory baked pastry with visible serteshus, kolbasz. The dish must read visually as a savory baked pastry or bread with crisp golden crust. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: serteshus, kolbasz. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-sertestarja-kapros-tv-paprikaraguval-es-zoldbabbal,sertestarja-kapros-tv-paprikaraguval-es-zoldbabbal,"Sertéstarja, kapros tv-paprikaraguval és zöldbabbal",Lidl Konyha,stew,high,needs-review,generated,sertestarja-kapros-tv-paprikaraguval-es-zoldbabbal.webp,/assets/recipes/images/sertestarja-kapros-tv-paprikaraguval-es-zoldbabbal.webp,/assets/recipes/images/thumbnails/sertestarja-kapros-tv-paprikaraguval-es-zoldbabbal.webp,"Recipe title: Sertéstarja, kapros tv-paprikaraguval és zöldbabbal. Create a hearty stew or one-pot meal with visible serteshus, paprika. The dish must read visually as a hearty stew, ragu, or one-pot meal in a shallow bowl or plate. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: serteshus, paprika. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-skandinav-unnepi-lazacleves,skandinav-unnepi-lazacleves,"Skandináv, ünnepi lazacleves",Lidl Konyha,fish-main,medium,needs-review,generated,skandinav-unnepi-lazacleves.webp,/assets/recipes/images/skandinav-unnepi-lazacleves.webp,/assets/recipes/images/thumbnails/skandinav-unnepi-lazacleves.webp,"Recipe title: Skandináv, ünnepi lazacleves. Create a fish or seafood main dish with visible lazacfile. The dish must read visually as a plated fish or seafood main dish with the protein clearly visible. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: lazacfile. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-smashed-burger-hagymalekvar,smashed-burger-hagymalekvar,"Smashed burger, hagymalekvár",Lidl Konyha,cake-slice,medium,needs-review,generated,smashed-burger-hagymalekvar.webp,/assets/recipes/images/smashed-burger-hagymalekvar.webp,/assets/recipes/images/thumbnails/smashed-burger-hagymalekvar.webp,"Recipe title: Smashed burger, hagymalekvár. Create a plated homemade dessert slice . The dish must read visually as a plated slice or piece of homemade dessert with visible layers or texture. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-smorrebrod-haromfele-skandinav-szendvics,sm-rrebr-d-haromfele-skandinav-szendvics,Smørrebrød: háromféle skandináv szendvics,Lidl Konyha,sandwich-wrap,high,needs-review,generated,sm-rrebr-d-haromfele-skandinav-szendvics.webp,/assets/recipes/images/sm-rrebr-d-haromfele-skandinav-szendvics.webp,/assets/recipes/images/thumbnails/sm-rrebr-d-haromfele-skandinav-szendvics.webp,"Recipe title: Smørrebrød: háromféle skandináv szendvics. Create a sandwich or wrap with the filling clearly visible . The dish must read visually as a sandwich or wrap with the filling clearly visible. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-sonkas-tejfolos-teszta-lagyan-sult-tojassal,sonkas-tejfolos-teszta-lagyan-sult-tojassal,"Sonkás-tejfölös tészta, lágyan sült tojással",Lidl Konyha,pasta,high,needs-review,generated,sonkas-tejfolos-teszta-lagyan-sult-tojassal.webp,/assets/recipes/images/sonkas-tejfolos-teszta-lagyan-sult-tojassal.webp,/assets/recipes/images/thumbnails/sonkas-tejfolos-teszta-lagyan-sult-tojassal.webp,"Recipe title: Sonkás-tejfölös tészta, lágyan sült tojással. Create a pasta plate with visible teszta, tejfol. The dish must read visually as a plated pasta dish with sauce clearly coating the pasta. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: teszta, tejfol. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-sos-perec-virslis-kaposztasalataval,sos-perec-virslis-kaposztasalataval,"Sós perec, virslis káposztasalátával",Lidl Konyha,pasta,high,needs-review,generated,sos-perec-virslis-kaposztasalataval.webp,/assets/recipes/images/sos-perec-virslis-kaposztasalataval.webp,/assets/recipes/images/thumbnails/sos-perec-virslis-kaposztasalataval.webp,"Recipe title: Sós perec, virslis káposztasalátával. Create a pasta plate with visible kaposzta. The dish must read visually as a plated pasta dish with sauce clearly coating the pasta. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: kaposzta. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-sos-pereces-sajttorta-soskaramell-szosszal,sos-pereces-sajttorta-soskaramell-szosszal,Sós pereces sajttorta sóskaramell-szósszal,Lidl Konyha,cheesecake-bar,high,needs-review,generated,sos-pereces-sajttorta-soskaramell-szosszal.webp,/assets/recipes/images/sos-pereces-sajttorta-soskaramell-szosszal.webp,/assets/recipes/images/thumbnails/sos-pereces-sajttorta-soskaramell-szosszal.webp,"Recipe title: Sós pereces sajttorta sóskaramell-szósszal. Create a cheesecake square with visible sajt. The dish must read visually as a baked cheesecake square or slice with creamy filling and neat edges. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: sajt. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-sos-edes-amerikai-mogyorovajas-keksz,sos-edes-amerikai-mogyorovajas-keksz,Sós-édes amerikai mogyoróvajas keksz,Lidl Konyha,omelette,high,needs-review,generated,sos-edes-amerikai-mogyorovajas-keksz.webp,/assets/recipes/images/sos-edes-amerikai-mogyorovajas-keksz.webp,/assets/recipes/images/thumbnails/sos-edes-amerikai-mogyorovajas-keksz.webp,"Recipe title: Sós-édes amerikai mogyoróvajas keksz. Create a plated egg breakfast . The dish must read visually as a plated egg-based breakfast dish such as omelette or scrambled eggs. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-soskafozelek-ahogyan-en-nem-szeretem,soskafozelek-ahogyan-en-nem-szeretem,"Sóskafőzelék, ahogyan én (nem) szeretem!",Lidl Konyha,vegetable-main,low,needs-review,generated,soskafozelek-ahogyan-en-nem-szeretem.webp,/assets/recipes/images/soskafozelek-ahogyan-en-nem-szeretem.webp,/assets/recipes/images/thumbnails/soskafozelek-ahogyan-en-nem-szeretem.webp,"Recipe title: Sóskafőzelék, ahogyan én (nem) szeretem!. Create a vegetable-forward plated meal . The dish must read visually as a vegetable-forward homemade main dish on a ceramic plate. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-soros-vajas-palacsinta-palinkas-fuszeres-rebarbaraval-es-almaval,soros-vajas-palacsinta-palinkas-fuszeres-rebarbaraval-es-almaval,Sörös-vajas palacsinta pálinkás-fűszeres rebarbarával és almával,Lidl Konyha,pancake-crepe,high,needs-review,generated,soros-vajas-palacsinta-palinkas-fuszeres-rebarbaraval-es-almaval.webp,/assets/recipes/images/soros-vajas-palacsinta-palinkas-fuszeres-rebarbaraval-es-almaval.webp,/assets/recipes/images/thumbnails/soros-vajas-palacsinta-palinkas-fuszeres-rebarbaraval-es-almaval.webp,"Recipe title: Sörös-vajas palacsinta pálinkás-fűszeres rebarbarával és almával. Create thin pancakes or crepes on a ceramic plate . The dish must read visually as thin pancakes or crepes folded or stacked on a plate. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-spagetti-sziciliai-paradicsomos-pesztoval,spagetti-sziciliai-paradicsomos-pesztoval,Spagetti szicíliai paradicsomos pesztóval,Lidl Konyha,pasta,high,approved,generated,spagetti-sziciliai-paradicsomos-pesztoval.webp,/assets/recipes/images/spagetti-sziciliai-paradicsomos-pesztoval.webp,/assets/recipes/images/thumbnails/spagetti-sziciliai-paradicsomos-pesztoval.webp,"Recipe title: Spagetti szicíliai paradicsomos pesztóval. Create a pasta plate with visible teszta, paradicsom. The dish must read visually as a plated pasta dish with sauce clearly coating the pasta. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: teszta, paradicsom. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-spaghetti-puttanesca-modra,spaghetti-puttanesca-modra,"Spaghetti ""Puttanesca"" módra",Lidl Konyha,pasta,high,needs-review,generated,spaghetti-puttanesca-modra.webp,/assets/recipes/images/spaghetti-puttanesca-modra.webp,/assets/recipes/images/thumbnails/spaghetti-puttanesca-modra.webp,"Recipe title: Spaghetti ""Puttanesca"" módra. Create a pasta plate with visible teszta. The dish must read visually as a plated pasta dish with sauce clearly coating the pasta. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: teszta. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-spaghetti-all-amatriciana,spaghetti-all-amatriciana,Spaghetti all’Amatriciana,Lidl Konyha,pasta,high,needs-review,generated,spaghetti-all-amatriciana.webp,/assets/recipes/images/spaghetti-all-amatriciana.webp,/assets/recipes/images/thumbnails/spaghetti-all-amatriciana.webp,"Recipe title: Spaghetti all’Amatriciana. Create a pasta plate with visible teszta. The dish must read visually as a plated pasta dish with sauce clearly coating the pasta. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: teszta. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-spargakremleves-spargaszarra-tekert-erlelt-sonka-spargafejek-sajtropogos,spargakremleves-spargaszarra-tekert-erlelt-sonka-spargafejek-sajtropogos,"Spárgakrémleves, spárgaszárra tekert érlelt sonka, spárgafejek, sajtropogós",Lidl Konyha,plated-main,low,needs-review,generated,spargakremleves-spargaszarra-tekert-erlelt-sonka-spargafejek-sajtropogos.webp,/assets/recipes/images/spargakremleves-spargaszarra-tekert-erlelt-sonka-spargafejek-sajtropogos.webp,/assets/recipes/images/thumbnails/spargakremleves-spargaszarra-tekert-erlelt-sonka-spargafejek-sajtropogos.webp,"Recipe title: Spárgakrémleves, spárgaszárra tekert érlelt sonka, spárgafejek, sajtropogós. Create a plated homemade family meal with visible sparga, sajt. The dish must read visually as a plated homemade family meal on a ceramic plate. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: sparga, sajt. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-spargas-dios-keksajtos-omlett-tekercs,spargas-dios-keksajtos-omlett-tekercs,"Spárgás, diós, kéksajtos omlett-tekercs",Lidl Konyha,omelette,high,needs-review,generated,spargas-dios-keksajtos-omlett-tekercs.webp,/assets/recipes/images/spargas-dios-keksajtos-omlett-tekercs.webp,/assets/recipes/images/thumbnails/spargas-dios-keksajtos-omlett-tekercs.webp,"Recipe title: Spárgás, diós, kéksajtos omlett-tekercs. Create a plated egg breakfast with visible sajt, dio. The dish must read visually as a plated egg-based breakfast dish such as omelette or scrambled eggs. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: sajt, dio. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-spargas-lagytojasos-medvehagyma-martasos-reggeli,spargas-lagytojasos-medvehagyma-martasos-reggeli,"Spárgás, lágytojásos, medvehagyma-mártásos reggeli",Lidl Konyha,omelette,high,approved,generated,spargas-lagytojasos-medvehagyma-martasos-reggeli.webp,/assets/recipes/images/spargas-lagytojasos-medvehagyma-martasos-reggeli.webp,/assets/recipes/images/thumbnails/spargas-lagytojasos-medvehagyma-martasos-reggeli.webp,"Recipe title: Spárgás, lágytojásos, medvehagyma-mártásos reggeli. Create a plated egg breakfast . The dish must read visually as a plated egg-based breakfast dish such as omelette or scrambled eggs. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-spenotos-brokkolis-fetas-quiche,spenotos-brokkolis-fetas-quiche,Spenótos-brokkolis-fetás quiche,Lidl Konyha,savory-bake,medium,needs-review,generated,spenotos-brokkolis-fetas-quiche.webp,/assets/recipes/images/spenotos-brokkolis-fetas-quiche.webp,/assets/recipes/images/thumbnails/spenotos-brokkolis-fetas-quiche.webp,"Recipe title: Spenótos-brokkolis-fetás quiche. Create a savory baked pastry . The dish must read visually as a savory baked pastry or bread with crisp golden crust. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-spenotos-fetas-rakott-retes,spenotos-fetas-rakott-retes,Spenótos-fetás rakott rétes,Lidl Konyha,savory-bake,medium,needs-review,generated,spenotos-fetas-rakott-retes.webp,/assets/recipes/images/spenotos-fetas-rakott-retes.webp,/assets/recipes/images/thumbnails/spenotos-fetas-rakott-retes.webp,"Recipe title: Spenótos-fetás rakott rétes. Create a savory baked pastry with visible garnela. The dish must read visually as a savory baked pastry or bread with crisp golden crust. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: garnela. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-spenotos-kokusztejes-lazac-curry-tavaszi-zoldsegekkel,spenotos-kokusztejes-lazac-curry-tavaszi-zoldsegekkel,Spenótos-kókusztejes lazac curry tavaszi zöldségekkel,Lidl Konyha,stew,high,needs-review,generated,spenotos-kokusztejes-lazac-curry-tavaszi-zoldsegekkel.webp,/assets/recipes/images/spenotos-kokusztejes-lazac-curry-tavaszi-zoldsegekkel.webp,/assets/recipes/images/thumbnails/spenotos-kokusztejes-lazac-curry-tavaszi-zoldsegekkel.webp,"Recipe title: Spenótos-kókusztejes lazac curry tavaszi zöldségekkel. Create a hearty stew or one-pot meal with visible lazacfile, vegyes zoldseg. The dish must read visually as a hearty stew, ragu, or one-pot meal in a shallow bowl or plate. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: lazacfile, vegyes zoldseg. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-spenotos-porehagymas-carbonara-spagetti,spenotos-porehagymas-carbonara-spagetti,Spenótos-póréhagymás carbonara spagetti,Lidl Konyha,pasta,high,needs-review,generated,spenotos-porehagymas-carbonara-spagetti.webp,/assets/recipes/images/spenotos-porehagymas-carbonara-spagetti.webp,/assets/recipes/images/thumbnails/spenotos-porehagymas-carbonara-spagetti.webp,"Recipe title: Spenótos-póréhagymás carbonara spagetti. Create a pasta plate with visible teszta. The dish must read visually as a plated pasta dish with sauce clearly coating the pasta. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: teszta. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-steak-ecetes-sult-burgonyaval-fuszervajjal,steak-ecetes-sult-burgonyaval-fuszervajjal,"Steak ecetes sült burgonyával, fűszervajjal",Lidl Konyha,steak-main,high,needs-review,generated,steak-ecetes-sult-burgonyaval-fuszervajjal.webp,/assets/recipes/images/steak-ecetes-sult-burgonyaval-fuszervajjal.webp,/assets/recipes/images/thumbnails/steak-ecetes-sult-burgonyaval-fuszervajjal.webp,"Recipe title: Steak ecetes sült burgonyával, fűszervajjal. Create a steak or beef main dish with visible marhahus. The dish must read visually as a sliced or plated steak main dish cooked and served on a ceramic plate. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: marhahus. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-sult-brokkoli-bivalymozzarellaval-es-parmai-sonkaval,sult-brokkoli-bivalymozzarellaval-es-parmai-sonkaval,Sült brokkoli bivalymozzarellával és pármai sonkával,Lidl Konyha,vegetable-main,low,needs-review,generated,sult-brokkoli-bivalymozzarellaval-es-parmai-sonkaval.webp,/assets/recipes/images/sult-brokkoli-bivalymozzarellaval-es-parmai-sonkaval.webp,/assets/recipes/images/thumbnails/sult-brokkoli-bivalymozzarellaval-es-parmai-sonkaval.webp,"Recipe title: Sült brokkoli bivalymozzarellával és pármai sonkával. Create a vegetable-forward plated meal . The dish must read visually as a vegetable-forward homemade main dish on a ceramic plate. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-sult-csirkecombos-quesadilla-martogatosokkal,sult-csirkecombos-quesadilla-martogatosokkal,Sült csirkecombos quesadilla mártogatósokkal,Lidl Konyha,roasted-chicken,high,needs-review,generated,sult-csirkecombos-quesadilla-martogatosokkal.webp,/assets/recipes/images/sult-csirkecombos-quesadilla-martogatosokkal.webp,/assets/recipes/images/thumbnails/sult-csirkecombos-quesadilla-martogatosokkal.webp,"Recipe title: Sült csirkecombos quesadilla mártogatósokkal. Create a chicken main dish with visible csirkecomb. The dish must read visually as a roasted or pan-cooked chicken main dish with visible chicken pieces. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: csirkecomb. No text, no watermark, no logo, no brand packaging, no people, no hands."
